package,version,license,source
prelude-ls,1.2.1,MIT,website/package-lock.json
prettier,3.9.6,MIT,website/package-lock.json
prismjs,1.30.0,MIT,website/package-lock.json
process-ancestry,0.1.0,MIT,website/package-lock.json
property-information,7.2.0,MIT,website/package-lock.json
punycode,2.3.1,MIT,website/package-lock.json
radix3,1.1.2,MIT,website/package-lock.json
readdirp,4.1.2,MIT,website/package-lock.json
readdirp,5.1.1,MIT,website/package-lock.json
regex,6.1.0,MIT,website/package-lock.json
regex-recursion,6.0.2,MIT,website/package-lock.json
regex-utilities,2.3.0,MIT,website/package-lock.json
request-light,0.5.8,MIT,website/package-lock.json
request-light,0.7.0,MIT,website/package-lock.json
require-from-string,2.0.2,MIT,website/package-lock.json
resolve-pkg-maps,1.0.0,MIT,website/package-lock.json
retext-smartypants,6.2.0,MIT,website/package-lock.json
rolldown,1.2.6,MIT,website/package-lock.json
satteri,0.10.5,MIT,website/package-lock.json
sax,1.6.1,BlueOak-1.0.0,website/package-lock.json
semver,7.8.5,ISC,website/package-lock.json
sharp,0.35.2,Apache-2.0,website/package-lock.json
sharp,0.35.4,Apache-2.0,website/package-lock.json
shebang-command,2.0.0,MIT,website/package-lock.json
shebang-regex,3.0.0,MIT,website/package-lock.json
shiki,4.4.3,MIT,website/package-lock.json
siginfo,2.0.0,ISC,website/package-lock.json
sisteransi,1.0.5,MIT,website/package-lock.json
smol-toml,1.8.0,BSD-3-Clause,website/package-lock.json
source-map-js,1.2.1,BSD-3-Clause,website/package-lock.json
space-separated-tokens,2.0.2,MIT,website/package-lock.json
stackback,0.0.2,MIT,website/package-lock.json
std-env,4.2.0,MIT,website/package-lock.json
string-width,7.2.0,MIT,website/package-lock.json
string-width,8.2.2,MIT,website/package-lock.json
stringify-entities,4.0.4,MIT,website/package-lock.json
strip-ansi,7.2.0,MIT,website/package-lock.json
supports-color,10.2.2,MIT,website/package-lock.json
svgo,4.1.0,MIT,website/package-lock.json
tiny-inflate,1.0.3,MIT,website/package-lock.json
tinybench,2.9.0,MIT,website/package-lock.json
tinyclip,0.1.15,MIT,website/package-lock.json
tinyexec,1.3.0,MIT,website/package-lock.json
tinyglobby,0.2.17,MIT,website/package-lock.json
tinyrainbow,3.1.1,MIT,website/package-lock.json
trim-lines,3.0.1,MIT,website/package-lock.json
trough,2.2.0,MIT,website/package-lock.json
ts-api-utils,2.5.0,MIT,website/package-lock.json
tslib,2.8.1,0BSD,website/package-lock.json
type-check,0.4.0,MIT,website/package-lock.json
typesafe-path,0.2.2,MIT,website/package-lock.json
typescript,6.0.2,Apache-2.0,website/package-lock.json
typescript-auto-import-cache,0.3.6,MIT,website/package-lock.json
typescript-eslint,8.68.0,MIT,website/package-lock.json
ufo,1.6.4,MIT,website/package-lock.json
ultrahtml,1.7.0,MIT,website/package-lock.json
uncrypto,0.1.3,MIT,website/package-lock.json
undici,7.29.0,MIT,website/package-lock.json
undici,8.10.0,MIT,website/package-lock.json
undici-types,8.3.0,MIT,website/package-lock.json
unenv,2.0.0-rc.24,MIT,website/package-lock.json
unified,11.0.5,MIT,website/package-lock.json
unifont,0.7.5,MIT,website/package-lock.json
unist-util-is,6.0.1,MIT,website/package-lock.json
unist-util-position,5.0.0,MIT,website/package-lock.json
unist-util-stringify-position,4.0.0,MIT,website/package-lock.json
unist-util-visit,5.1.0,MIT,website/package-lock.json
unist-util-visit-parents,6.0.2,MIT,website/package-lock.json
unstorage,1.17.5,MIT,website/package-lock.json
uri-js,4.4.1,BSD-2-Clause,website/package-lock.json
util-deprecate,1.0.2,MIT,website/package-lock.json
vfile,6.0.3,MIT,website/package-lock.json
vfile-message,4.0.3,MIT,website/package-lock.json
vite,8.2.2,MIT,website/package-lock.json
vitefu,1.1.3,MIT,website/package-lock.json
vitest,4.1.11,MIT,website/package-lock.json
volar-service-css,0.0.71,MIT,website/package-lock.json
volar-service-emmet,0.0.71,MIT,website/package-lock.json
volar-service-html,0.0.71,MIT,website/package-lock.json
volar-service-prettier,0.0.71,MIT,website/package-lock.json
volar-service-typescript,0.0.71,MIT,website/package-lock.json
volar-service-typescript-twoslash-queries,0.0.71,MIT,website/package-lock.json
volar-service-yaml,0.0.71,MIT,website/package-lock.json
vscode-css-languageservice,6.3.10,MIT,website/package-lock.json
vscode-html-languageservice,5.6.2,MIT,website/package-lock.json
vscode-json-languageservice,4.1.8,MIT,website/package-lock.json
vscode-jsonrpc,8.2.0,MIT,website/package-lock.json
vscode-jsonrpc,9.0.1,MIT,website/package-lock.json
vscode-languageserver,9.0.1,MIT,website/package-lock.json
vscode-languageserver-protocol,3.17.5,MIT,website/package-lock.json
vscode-languageserver-protocol,3.18.2,MIT,website/package-lock.json
vscode-languageserver-textdocument,1.0.14,MIT,website/package-lock.json
vscode-languageserver-types,3.17.5,MIT,website/package-lock.json
vscode-languageserver-types,3.18.0,MIT,website/package-lock.json
vscode-nls,5.2.0,MIT,website/package-lock.json
vscode-uri,3.2.0,MIT,website/package-lock.json
which,2.0.2,ISC,website/package-lock.json
why-is-node-running,2.3.0,MIT,website/package-lock.json
word-wrap,1.2.5,MIT,website/package-lock.json
workerd,1.20260831.1,Apache-2.0,website/package-lock.json
wrangler,4.128.0,MIT OR Apache-2.0,website/package-lock.json
wrap-ansi,9.0.2,MIT,website/package-lock.json
ws,8.21.0,MIT,website/package-lock.json
xxhash-wasm,1.1.0,MIT,website/package-lock.json
y18n,5.0.8,ISC,website/package-lock.json
yaml,2.8.3,ISC,website/package-lock.json
yaml,2.9.0,ISC,website/package-lock.json
yaml-language-server,1.23.0,MIT,website/package-lock.json
yargs,18.1.0,MIT,website/package-lock.json
yargs-parser,22.0.0,ISC,website/package-lock.json
yocto-queue,0.1.0,MIT,website/package-lock.json
yocto-queue,1.2.2,MIT,website/package-lock.json
youch,4.1.0-beta.10,MIT,website/package-lock.json
youch-core,0.3.3,MIT,website/package-lock.json
zod,4.4.3,MIT,website/package-lock.json
zwitch,2.0.4,MIT,website/package-lock.json
